      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2000.9672        0.444       -1.596       -1.564        2.852        2.005        7.923
 2000.9699       -0.853        0.489        4.038        2.924        2.043        8.019
 2000.9727       -0.842       -1.890        0.114        2.837        1.964        7.761
 2000.9754       -2.040       -1.174        0.759        2.832        1.969        7.930
 2000.9781       -1.112        0.228       -2.898        2.771        1.943        7.644
 2000.9809       -1.516       -0.370       -2.542        2.780        1.935        7.655
 2000.9836       -1.353       -0.589       -7.537        2.769        1.941        7.625
 2000.9863       -1.473        0.466       -1.065        2.861        1.973        7.900
 2000.9891        0.577       -0.907       -1.877        2.812        1.972        7.823
 2000.9918       -1.947       -1.755       -4.808        2.781        1.946        7.699
 2000.9945       -2.212       -1.559       -3.845        2.773        1.941        7.650
 2000.9973       -1.573       -1.965       -1.952        2.797        1.940        7.645
 2001.0000       -1.104        0.402       -4.819        2.772        1.940        7.614
 2001.0027       -2.362       -2.497       -6.692        2.820        1.979        7.797
 2001.0055       -2.324       -0.651       -6.484        2.824        2.010        7.953
 2001.0082       -1.338       -1.750        1.072        2.877        2.025        8.092
 2001.0110       -1.670       -4.370       -2.076        2.873        2.035        8.052
 2001.0137       -0.649       -2.405       -2.075        2.842        2.005        7.869
 2001.0164       -2.884       -1.485        4.136        2.780        1.963        7.704
 2001.0192       -2.277        0.408        8.396        2.772        1.951        7.690
 2001.0219       -2.017       -1.201        4.721        2.754        1.946        7.640
 2001.0247        0.681       -1.158        2.727        2.782        1.954        7.721
 2001.0274       -1.506       -1.131       -0.255        2.782        1.955        7.677
 2001.0301        0.416       -1.953       -2.165        2.764        1.947        7.627
 2001.0329       -1.534       -0.351        1.502        2.868        1.999        7.890
 2001.0356       -1.973        0.256       -0.909        2.756        1.947        7.599
 2001.0384       -1.076        1.768       -4.299        2.770        1.956        7.670
 2001.0411        0.638       -1.882       -7.835        2.767        1.949        7.624
 2001.0438       -0.378       -1.933       -5.988        2.798        1.972        7.745
 2001.0466       -0.896       -3.668        0.053        2.760        1.947        7.614
 2001.0493       -2.482       -1.154        0.383        2.951        2.126        8.372
 2001.0521        0.281       -2.352       -4.079        2.787        1.958        7.713
 2001.0548       -1.515       -2.174        2.809        2.838        1.969        7.840
 2001.0575       -1.484        0.398       -1.798        2.803        1.961        7.708
 2001.0603       -1.372        0.441        1.308        2.859        2.031        7.974
 2001.0630       -2.845       -1.910        5.819        2.829        1.988        7.855
 2001.0658       -0.297       -0.192        0.338        2.794        1.983        7.734
